靡ㄩ嘿,虏嘿,るら,щ獺瞯%,щ獺计(),щ獺禦秈眎计,щ獺禦芥禬(),щ獺计カ(κ窾),щ獺芥眎计,瑈硄计(),щ獺禦芥禬カ(κ窾),璸计(),щ獺秅锣瞯%
3691   ,河ポ         ,20110711,     5.35,     1815,        6,      -73,     1023.66,       79,    33943,   -41.17,     2936,     0.13
6244   ,璟瓆         ,20110711,     2.78,    10558,        1,        1,     1003.01,        0,   380347,     0.10,    48565,     0.00
3576   ,羛ネ     ,20110712,     2.11,     6608,        0,        0,      298.35,        0,   312630,     0.00,    35774,     0.00
3691   ,河ポ         ,20110712,     5.35,     1815,        0,        0,      952.88,        0,    33943,     0.00,     2837,     0.00
6244   ,璟瓆         ,20110712,     2.78,    10558,        0,        0,      965.00,        0,   380347,     0.00,    48071,     0.00
3576   ,羛ネ     ,20110713,     2.18,     6809,      201,      201,      289.38,        0,   312630,     8.54,    37503,     0.03
3691   ,河ポ         ,20110713,     5.37,     1823,        8,        8,      906.03,        0,    33943,     3.98,     2867,     0.01
6244   ,璟瓆         ,20110713,     2.84,    10793,      235,      235,      973.53,        0,   380347,    21.20,    48432,     0.03
3576   ,羛ネ     ,20110714,     2.26,     7077,      540,      268,      299.36,      272,   312630,    11.33,    30413,     0.13
3691   ,河ポ         ,20110714,     5.41,     1838,       15,       15,      935.54,        0,    33943,     7.64,     2894,     0.02
6244   ,璟瓆         ,20110714,     2.89,    10993,      200,      200,      995.97,        0,   380347,    18.12,    51485,     0.03
3576   ,羛ネ     ,20110715,     2.30,     7179,      102,      102,      302.24,        0,   312630,     4.29,    29581,     0.02
3691   ,河ポ         ,20110715,     5.42,     1839,        2,        1,      936.05,        1,    33943,     0.51,     2881,     0.00
6244   ,璟瓆         ,20110715,     2.89,    10988,        0,       -5,      992.22,        5,   380347,    -0.45,    51769,     0.00
3576   ,羛ネ     ,20110718,     2.21,     7279,      100,      100,      302.44,        0,   328815,     4.16,    14571,     0.02
3691   ,河ポ         ,20110718,     5.45,     1849,       10,       10,      920.80,        0,    33943,     4.98,     2883,     0.01
6244   ,璟瓆         ,20110718,     2.89,    10987,        0,       -1,      983.34,        1,   380347,    -0.09,    51582,     0.00
3576   ,羛ネ     ,20110719,     2.18,     7154,        1,     -125,      298.68,      126,   328815,    -5.22,    14726,     0.02
3691   ,河ポ         ,20110719,     5.45,     1849,        0,        0,      983.67,        0,    33943,     0.00,     2888,     0.00
6244   ,璟瓆         ,20110719,     2.89,    10987,        0,        0,      983.34,        0,   380347,     0.00,    50455,     0.00
3576   ,羛ネ     ,20110720,     1.67,     7155,        1,        1,      302.66,        0,   428815,     0.04,    14565,     0.00
3691   ,河ポ         ,20110720,     5.23,     1775,        8,      -74,      983.35,       82,    33943,   -41.00,     2781,     0.13
6244   ,璟瓆         ,20110720,     2.90,    11017,       30,       30,     1008.06,        0,   380347,     2.75,    50703,     0.00
3576   ,羛ネ     ,20110721,     1.67,     7155,        0,        0,      303.01,        0,   428815,     0.00,    14513,     0.00
3691   ,河ポ         ,20110721,     5.31,     1803,       30,       28,     1033.12,        2,    33943,    16.04,     2962,     0.05
6244   ,璟瓆         ,20110721,     2.77,    10518,        0,     -499,      958.19,      499,   380347,   -45.46,    50021,     0.07
3576   ,羛ネ     ,20110722,     1.66,     7132,        0,      -23,      301.68,       23,   428815,    -0.97,   115303,     0.00
3691   ,河ポ         ,20110722,     5.44,     1848,       45,       45,     1060.75,        0,    33943,    25.83,     3092,     0.07
6244   ,璟瓆         ,20110722,     2.72,    10355,        0,     -163,      938.16,      163,   380347,   -14.77,    50312,     0.02
3576   ,羛ネ     ,20110725,     1.66,     7132,        0,        0,      280.64,        0,   428815,     0.00,    92324,     0.00
3691   ,河ポ         ,20110725,     5.44,     1847,        6,       -1,     1034.32,        7,    33943,    -0.56,     3079,     0.02
6244   ,璟瓆         ,20110725,     2.46,     9359,        0,     -996,      832.95,      996,   380347,   -88.64,    49740,     0.13
3576   ,羛ネ     ,20110726,     1.62,     6949,        0,     -183,      269.27,      183,   428815,    -7.09,    65255,     0.02
3691   ,河ポ         ,20110726,     5.47,     1857,       10,       10,     1041.78,        0,    33943,     5.61,     3090,     0.01
6244   ,璟瓆         ,20110726,     2.44,     9279,        0,      -80,      831.40,       80,   380347,    -7.17,    49419,     0.01
3576   ,羛ネ     ,20110727,     1.42,     6097,        0,     -852,      242.66,      852,   428815,   -33.91,    54222,     0.10
3691   ,河ポ         ,20110727,     5.46,     1854,        8,       -3,     1040.09,       11,    33943,    -1.68,     3095,     0.03
6244   ,璟瓆         ,20110727,     2.44,     9279,        0,        0,      849.96,        0,   380347,     0.00,    49186,     0.00
3576   ,羛ネ     ,20110728,     1.42,     6095,        0,       -2,      240.45,        2,   428815,    -0.08,    49505,     0.00
3691   ,河ポ         ,20110728,     5.44,     1848,        0,       -6,     1007.16,        6,    33943,    -3.27,     3089,     0.01
6244   ,璟瓆         ,20110728,     2.44,     9279,        0,        0,      838.82,        0,   380347,     0.00,    49037,     0.00
3576   ,羛ネ     ,20110729,     1.42,     6095,        0,        0,      232.83,        0,   428815,     0.00,    46458,     0.00
3691   ,河ポ         ,20110729,     5.34,     1813,        0,      -35,      979.02,       35,    33943,   -18.90,     2958,     0.05
6244   ,璟瓆         ,20110729,     2.44,     9279,        0,        0,      834.18,        0,   380347,     0.00,    50982,     0.00
3576   ,羛ネ     ,20110801,     1.42,     6089,        1,       -6,      231.38,        7,   428815,    -0.23,    40824,     0.00
3691   ,河ポ         ,20110801,     4.12,     1818,        5,        5,     1016.26,        0,    44125,     2.80,     3008,     0.01
6244   ,璟瓆         ,20110801,     2.41,     9179,        0,     -100,      816.93,      100,   380347,    -8.90,    51392,     0.01
3576   ,羛ネ     ,20110802,     1.42,     6089,        0,        0,      231.69,        0,   428815,     0.00,    37870,     0.00
3691   ,河ポ         ,20110802,     4.14,     1828,       10,       10,     1034.65,        0,    44125,     5.66,     3028,     0.01
6244   ,璟瓆         ,20110802,     2.41,     9179,        0,        0,      812.34,        0,   380347,     0.00,    52778,     0.00
3576   ,羛ネ     ,20110803,     1.42,     6071,        2,      -18,      221.90,       20,   428815,    -0.67,    36853,     0.00
3691   ,河ポ         ,20110803,     4.15,     1830,        2,        2,     1028.46,        0,    44125,     1.12,     3097,     0.00
6244   ,璟瓆         ,20110803,     2.29,     8723,        3,     -456,      724.01,      459,   380347,   -37.85,    52328,     0.06
3576   ,羛ネ     ,20110804,     1.65,     7065,      994,      994,      263.52,        0,   428815,    37.08,    37565,     0.12
3691   ,河ポ         ,20110804,     4.15,     1830,        0,        0,     1021.14,        0,    44125,     0.00,     3147,     0.00
6244   ,璟瓆         ,20110804,     1.98,     7547,        0,    -1176,      606.78,     1176,   380347,   -94.55,    50546,     0.15
3576   ,羛ネ     ,20110805,     1.65,     7069,        4,        4,      245.29,        0,   428815,     0.14,    37152,     0.00
3691   ,河ポ         ,20110805,     4.02,     1776,        0,      -54,      921.74,       54,    44125,   -28.03,     3071,     0.06
6244   ,璟瓆         ,20110805,     1.74,     7618,      232,       71,      569.83,      161,   437399,     5.31,    68463,     0.04
3576   ,羛ネ     ,20110808,     1.65,     7092,       23,       23,      229.07,        0,   428815,     0.74,    37481,     0.00
3691   ,河ポ         ,20110808,     3.99,     1760,        0,      -16,      850.08,       16,    44125,    -7.73,     2934,     0.02
6244   ,璟瓆         ,20110808,     1.55,     6777,      250,     -841,      471.68,     1091,   437399,   -58.53,    67152,     0.15
3576   ,羛ネ     ,20110809,     1.59,     6798,        6,     -294,      204.96,      300,   428815,    -8.86,    36733,     0.04
3691   ,河ポ         ,20110809,     3.83,     1690,        0,      -70,      799.37,       70,    44125,   -33.11,     2864,     0.08
6244   ,璟瓆         ,20110809,     1.47,     6416,        0,     -361,      437.57,      361,   437399,   -24.62,    67089,     0.04
3576   ,羛ネ     ,20110810,     1.31,     5622,       24,    -1176,      176.25,     1200,   428815,   -36.87,    28534,     0.14
3691   ,河ポ         ,20110810,     3.59,     1586,        0,     -104,      786.66,      104,    44125,   -51.58,     2902,     0.12
6244   ,璟瓆         ,20110810,     1.41,     6178,        0,     -238,      434.31,      238,   437399,   -16.73,    65446,     0.03
3576   ,羛ネ     ,20110811,     1.31,     5623,        1,        1,      188.37,        0,   428815,     0.03,    30292,     0.00
3691   ,河ポ         ,20110811,     3.46,     1528,        0,      -58,      751.01,       58,    44125,   -28.51,     2914,     0.07
6244   ,璟瓆         ,20110811,     1.38,     6032,        0,     -146,      430.68,      146,   437399,   -10.42,    65093,     0.02
3576   ,羛ネ     ,20110812,     1.28,     5473,        0,     -150,      182.25,      150,   428815,    -5.00,    27582,     0.02
3691   ,河ポ         ,20110812,     3.33,     1471,        0,      -57,      719.32,       57,    44125,   -27.87,     3005,     0.06
6244   ,璟瓆         ,20110812,     1.45,     6329,      300,      297,      450.62,        3,   437399,    21.15,    65176,     0.03
3576   ,羛ネ     ,20110815,     1.12,     4824,        1,     -649,      158.23,      650,   428815,   -21.29,    25692,     0.08
3691   ,河ポ         ,20110815,     3.28,     1448,        0,      -23,      709.52,       23,    44125,   -11.27,     3003,     0.03
6244   ,璟瓆         ,20110815,     1.40,     6133,        0,     -196,      435.44,      196,   437399,   -13.92,    64152,     0.02
3576   ,羛ネ     ,20110816,     1.13,     4828,        5,        4,      159.81,        1,   428815,     0.13,    26004,     0.00
3691   ,河ポ         ,20110816,     3.17,     1399,        0,      -49,      678.52,       49,    44125,   -23.77,     2942,     0.06
6244   ,璟瓆         ,20110816,     1.46,     6386,      345,      253,      459.79,       92,   437399,    18.22,    64223,     0.05
3576   ,羛ネ     ,20110817,     1.13,     4830,        2,        2,      157.94,        0,   428815,     0.07,    26299,     0.00
3691   ,河ポ         ,20110817,     2.87,     1265,        0,     -134,      571.78,      134,    44125,   -60.57,     2863,     0.15
6244   ,璟瓆         ,20110817,     1.44,     6301,       50,      -85,      442.96,      135,   437399,    -5.98,    63899,     0.02
3576   ,羛ネ     ,20110818,     1.13,     4831,        1,        1,      149.76,        0,   428815,     0.03,    26759,     0.00
3691   ,河ポ         ,20110818,     2.52,     1114,        0,     -151,      512.44,      151,    44125,   -69.46,     2764,     0.17
6244   ,璟瓆         ,20110818,     1.44,     6281,       10,      -20,      415.17,       30,   437399,    -1.32,    63527,     0.00
3576   ,羛ネ     ,20110819,     1.12,     4791,        0,      -40,      138.70,       40,   428815,    -1.15,    29442,     0.00
3691   ,河ポ         ,20110819,     2.34,     1034,        0,      -80,      442.55,       80,    44125,   -34.24,     2568,     0.09
6244   ,璟瓆         ,20110819,     1.44,     6281,        0,        0,      386.28,        0,   437399,     0.00,    63649,     0.00
3576   ,羛ネ     ,20110822,     1.12,     4792,        1,        1,      132.74,        0,   428815,     0.03,    29827,     0.00
3691   ,河ポ         ,20110822,     2.15,      950,        0,      -84,      378.58,       84,    44125,   -33.47,     2443,     0.10
6244   ,璟瓆         ,20110822,     1.47,     6430,      454,      149,      388.37,      305,   437399,     9.00,    63934,     0.09
3576   ,羛ネ     ,20110823,     1.12,     4792,        0,        0,      141.84,        0,   428815,     0.00,    30078,     0.00
3691   ,河ポ         ,20110823,     1.40,      617,        0,     -333,      256.06,      333,    44125,  -138.19,     2096,     0.38
